Name,Platform,Genre,Release,Publisher,NA_Sales,JP_Sales,Critic_Score,Critic_Count,Developer,User_Score,User_Count
Shin Megami Tensei: Persona 3 Portable,PSP,Role-Playing,2009.0,Ghostlight,18,34,89.0,40.0,Atlus,8.3,317.0
Star Wars: Battlefront II,PSP,Shooter,2005.0,LucasArts,105,1,69.0,22.0,Savage Entertainment,8.5,111.0
LocoRoco,PSP,Platform,2006.0,Sony Computer Entertainment,14,16,83.0,67.0,SCE Japan Studio,8.7,89.0
"Prinny 2: Dawn of Operation Panties, Dood!",PSP,Platform,2010.0,Nippon Ichi Software,5,3,nan,nan,nan,nan,nan
Fate/Extra,PSP,Role-Playing,2010.0,Marvelous Interactive,18,10,58.0,10.0,"Image Epoch, Imageepoch",8.1,39.0
"What Did I Do to Deserve This, My Lord!? 2",PSP,Role-Playing,2008.0,Nippon Ichi Software,6,18,nan,nan,nan,nan,nan
SOCOM: U.S. Navy SEALs Fireteam Bravo,PSP,Shooter,2005.0,Sony Computer Entertainment,103,1,82.0,44.0,Zipper Interactive,8.6,63.0
Resistance: Retribution,PSP,Shooter,2009.0,Sony Computer Entertainment,27,5,81.0,67.0,Sony Bend,8.1,84.0
Crisis Core: Final Fantasy VII,PSP,Role-Playing,2007.0,Square Enix,135,80,83.0,67.0,Square Enix,8,463.0
Mana Khemia: Student Alliance,PSP,Role-Playing,2008.0,Nippon Ichi Software,6,3,41.0,19.0,Gust,5.3,37.0
Ratchet & Clank: Size Matters,PSP,Platform,2007.0,Sony Computer Entertainment,140,10,nan,nan,nan,nan,nan
Dissidia 012: Duodecim Final Fantasy,PSP,Fighting,2011.0,Square Enix,21,46,78.0,52.0,Square Enix,8.3,144.0
Disgaea Infinite,PSP,Adventure,2010.0,Nippon Ichi Software,7,1,64.0,15.0,Nippon Ichi Software,4.4,40.0
Grand Theft Auto: Liberty City Stories,PSP,Action,2005.0,Take-Two Interactive,290,24,88.0,65.0,Rockstar Leeds,7.6,451.0
Grand Theft Auto: Chinatown Wars,PSP,Action,2009.0,Take-Two Interactive,28,3,90.0,77.0,Rockstar Leeds,7.3,146.0
Tactics Ogre: Let Us Cling Together,PSP,Role-Playing,2010.0,Square Enix,15,27,87.0,49.0,Square Enix,8.8,102.0
Final Fantasy Anniversary Edition,PSP,Role-Playing,2007.0,Square Enix,39,13,67.0,34.0,TOSE,7.7,47.0
Guilty Gear Judgment,PSP,Fighting,2006.0,Majesco Entertainment,13,2,77.0,17.0,Arc System Works,6.6,8.0
Prinny: Can I Really Be the Hero?,PSP,Platform,2008.0,Tecmo Koei,3,5,72.0,45.0,Nippon Ichi Software,7,41.0
PANGYA: Fantasy Golf,PSP,Sports,2009.0,Takara Tomy,9,4,77.0,16.0,Ntreev Soft,7,13.0
Riviera: The Promised Land,PSP,Role-Playing,2006.0,505 Games,7,2,68.0,11.0,Sting,7.7,17.0
Patapon,PSP,Misc,2007.0,Sony Computer Entertainment,33,7,86.0,60.0,SCE Japan Studio,8.7,102.0
Hot Shots Tennis: Get a Grip,PSP,Sports,2010.0,Sony Computer Entertainment,7,13,80.0,27.0,Clap Hanz,8,17.0
God of War: Ghost of Sparta,PSP,Action,2010.0,Sony Computer Entertainment,41,3,86.0,73.0,Ready at Dawn,8.4,255.0
SNK Arcade Classics Vol. 1,PSP,Misc,2008.0,Ignition Entertainment,13,1,68.0,13.0,Terminal Reality,tbd,nan
Pac-Man: Adventures in Time,PSP,Fighting,2006.0,Sony Computer Entertainment,76,12,nan,nan,nan,nan,nan
LocoRoco 2,PSP,Platform,2008.0,Sony Computer Entertainment,21,1,85.0,55.0,SCE Japan Studio,8.4,44.0
Gran Turismo (PSP),PSP,Racing,2009.0,Sony Computer Entertainment,50,31,nan,nan,nan,nan,nan
Grand Kingdom,PSV,Role-Playing,2015.0,Nippon Ichi Software,1,4,76.0,11.0,Spike Chunsoft,8.8,33.0
Yomawari,PSV,Adventure,2015.0,Nippon Ichi Software,2,6,nan,nan,nan,nan,nan
Hyperdevotion Noire: Goddess Black Heart,PSV,Role-Playing,2014.0,Idea Factory,4,6,68.0,24.0,Sting,7.1,36.0
Hatsune Miku: Project Diva F 2nd,PSV,Misc,2014.0,Sega,8,16,81.0,8.0,Sega,8.4,69.0
Criminal Girls 2,PSV,Role-Playing,2015.0,Nippon Ichi Software,1,3,nan,nan,nan,nan,nan
World of Final Fantasy,PSV,Role-Playing,2016.0,Square Enix,4,8,77.0,5.0,Square Enix,8.6,46.0
Borderlands 2,PSV,Shooter,2014.0,Take-Two Interactive,32,1,64.0,31.0,Iron Galaxy Studios,7.6,358.0
Shinobido 2: Tales of the Ninja,PSV,Action,2011.0,Sony Computer Entertainment,4,2,nan,nan,nan,nan,nan
Dragon's Crown,PSV,Role-Playing,2013.0,Nippon Ichi Software,14,12,78.0,15.0,Vanillaware,8.4,198.0
BlazBlue: Chrono Phantasma,PSV,Fighting,2014.0,Arc System Works,3,3,nan,nan,Arc System Works,7.8,28.0
Deception IV: Blood Ties,PSV,Action,2014.0,Tecmo Koei,2,7,67.0,19.0,Koei Tecmo Games,7.5,61.0
MeiQ no Chika Ni Shisu: A Maze to Eradicate Them All,PSV,Role-Playing,2015.0,Idea Factory,1,1,nan,nan,nan,nan,nan
Toukiden Kiwami,PSV,Action,2014.0,Tecmo Koei,2,17,82.0,5.0,"Omega Force, Koei Tecmo Games",8.6,42.0
Dungeon Travelers 2: The Royal Library & The Monster Seal,PSV,Role-Playing,2014.0,Atlus,3,5,nan,nan,nan,nan,nan
Persona 4: Dancing All Night,PSV,Misc,2015.0,Nippon Ichi Software,9,15,76.0,51.0,"Atlus, Dingo Inc.",8.6,83.0
The Legend of Heroes: Trails of Cold Steel,PSV,Role-Playing,2013.0,Nippon Ichi Software,5,14,77.0,20.0,Falcom,7.5,132.0
Ninja Gaiden Sigma,PSV,Action,2012.0,Tecmo Koei,10,4,nan,nan,nan,nan,nan
Minecraft,PSV,Misc,2014.0,Sony Computer Entertainment Europe,18,90,nan,nan,nan,nan,nan
Virtua Tennis 4: World Tour,PSV,Sports,2011.0,Sega,4,1,nan,nan,nan,nan,nan
Odin Sphere: Leifthrasir,PSV,Role-Playing,2016.0,Nippon Ichi Software,2,9,93.0,5.0,Vanillaware,7.9,83.0
XBLAZE Code: Embryo,PSV,Adventure,2013.0,Arc System Works,1,1,43.0,5.0,Arc System Works,7.4,24.0
Akiba's Trip: Undead & Undressed,PSV,Action,2013.0,Nippon Ichi Software,4,8,nan,nan,nan,nan,nan
LittleBigPlanet PS Vita,PSV,Platform,2012.0,Sony Computer Entertainment,35,2,88.0,71.0,"Tarsier Studios, Double Eleven",8.6,348.0
Demon Gaze,PSV,Role-Playing,2013.0,Nippon Ichi Software,4,8,70.0,38.0,Experience Inc.,7.4,129.0
Dengeki Bunko Fighting Climax,PSV,Fighting,2014.0,Sega,4,8,75.0,7.0,Sega,8.5,28.0
Lego Star Wars: The Force Awakens,PSV,Action,2016.0,Warner Bros. Interactive Entertainment,1,1,nan,nan,TT Games,7.1,13.0
PlayStation All-Stars Battle Royale,PSV,Action,2012.0,Sony Computer Entertainment,21,1,75.0,15.0,Bluepoint Games,7.5,221.0
Operation Abyss: New Tokyo Legacy,PSV,Role-Playing,2014.0,Nippon Ichi Software,2,6,66.0,25.0,Experience Inc.,7.3,24.0
Unit 13,PSV,Shooter,2012.0,Sony Computer Entertainment,25,4,71.0,60.0,Zipper Interactive,7.5,169.0
Corpse Party: Blood Drive,PSV,Adventure,2014.0,Marvelous Interactive,8,6,60.0,19.0,5pb,7.4,58.0
Disgaea 3: Absence of Detention,PSV,Role-Playing,nan,Nippon Ichi Software,11,7,78.0,28.0,Nippon Ichi Software,7.6,116.0
Code:Realize - Sousei no Himegimi,PSV,Adventure,2014.0,Idea Factory,5,3,nan,nan,nan,nan,nan
Gravity Rush,PSV,Action,2012.0,Sony Computer Entertainment,21,9,83.0,73.0,SCE Japan Studio,8.5,625.0
Hatsune Miku: Project Diva X,PSV,Misc,2016.0,Sega,1,10,83.0,5.0,Sega,8,22.0
Criminal Girls: Invite Only,PSV,Role-Playing,2013.0,Nippon Ichi Software,1,4,55.0,31.0,"Image Epoch, Imageepoch",6.7,37.0
Soul Sacrifice,PSV,Role-Playing,2013.0,Sony Computer Entertainment,15,22,77.0,71.0,"SCE Japan Studio, comcept",8.2,298.0
The Legend of Heroes: Trails of Cold Steel II,PSV,Role-Playing,2014.0,Nippon Ichi Software,2,13,80.0,23.0,Falcom,7.3,73.0
Freedom Wars,PSV,Role-Playing,2014.0,Sony Computer Entertainment,15,32,73.0,39.0,"Dimps Corporation, SCE Japan Studio",8.3,265.0
Final Fantasy X / X-2 HD Remaster,PSV,Role-Playing,2013.0,Square Enix,16,28,86.0,14.0,Virtuos,8.5,223.0
Arcana Heart 3,PSV,Fighting,2014.0,Arc System Works,2,2,nan,nan,nan,nan,nan
The Walking Dead: Season One,PSV,Adventure,2013.0,Square Enix,10,1,nan,nan,nan,nan,nan
Makai Shin Trillion,PSV,Role-Playing,2014.0,Idea Factory,2,6,nan,nan,nan,nan,nan
Street Fighter X Tekken,PSV,Fighting,2012.0,Capcom,10,1,79.0,25.0,Capcom,7.5,66.0
Uncharted: Golden Abyss,PSV,Shooter,2011.0,Sony Computer Entertainment,53,13,80.0,80.0,"Naughty Dog, Sony Bend",7.4,770.0
God of War Collection,PSV,Action,2014.0,Sony Computer Entertainment,8,1,73.0,28.0,"Sanzaru Games, Sanzaru Games, Inc.",7.4,133.0
Ninja Blade,X360,Action,2009.0,Microsoft Game Studios,14,2,68.0,65.0,From Software,6.8,55.0
Dungeon Siege III,X360,Role-Playing,2011.0,Square Enix,21,1,72.0,55.0,Obsidian Entertainment,5.9,102.0
Tomb Raider (2013),X360,Action,2013.0,Square Enix,86,1,nan,nan,nan,nan,nan
Dark Sector,X360,Shooter,2008.0,D3Publisher,22,1,72.0,71.0,Digital Extremes,7.5,147.0
Resident Evil 6,X360,Shooter,2012.0,Capcom,112,7,67.0,71.0,Capcom,5,1407.0
Anarchy Reigns,X360,Action,2012.0,Sega,12,2,73.0,38.0,PlatinumGames,7.9,105.0
Dynasty Warriors 6,X360,Action,2007.0,Tecmo Koei,15,6,60.0,42.0,Omega Force,7.4,22.0
Way of the Samurai 3,X360,Action,2009.0,Gamebridge,12,2,55.0,22.0,Acquire,6.8,16.0
Steel Battalion: Heavy Armor,X360,Misc,2012.0,Capcom,8,2,38.0,58.0,From Software,2.4,92.0
Brink,X360,Shooter,2011.0,Bethesda Softworks,59,1,68.0,85.0,Splash Damage,5.8,404.0
Gears of War: Judgment,X360,Shooter,2013.0,Microsoft Game Studios,92,3,79.0,81.0,Epic Games,5.4,779.0
Lost Odyssey,X360,Role-Playing,2007.0,Microsoft Game Studios,45,11,78.0,68.0,Mistwalker,8.3,432.0
Forza Horizon,X360,Racing,2012.0,Microsoft Game Studios,82,4,85.0,83.0,"PLAYGROUND, Playground Games",8.4,431.0
WWE SmackDown vs. Raw 2010,X360,Fighting,2009.0,THQ,56,1,80.0,59.0,Yuke's,8.4,36.0
Dynasty Warriors: Strikeforce,X360,Action,2009.0,Tecmo Koei,13,2,59.0,18.0,Omega Force,5.7,12.0
Armored Core 4,X360,Simulation,2007.0,505 Games,19,3,65.0,31.0,From Software,7.2,31.0
Too Human,X360,Role-Playing,2008.0,Microsoft Game Studios,38,3,65.0,80.0,Silicon Knights,7,458.0
Red Dead Redemption: Undead Nightmare,X360,Action,2010.0,Take-Two Interactive,56,2,nan,nan,Rockstar San Diego,7.6,18.0
Dead or Alive Xtreme 2,X360,Sports,2006.0,Tecmo Koei,15,6,53.0,46.0,Team Ninja,6.7,42.0
Kinect Sports,X360,Sports,2010.0,Microsoft Game Studios,392,3,73.0,51.0,Rare Ltd.,7.4,95.0
Virtua Fighter 5 Online,X360,Fighting,2007.0,Sega,20,3,89.0,36.0,Sega AM2,7.6,62.0
Vampire Rain,X360,Action,2007.0,Microsoft Game Studios,18,1,38.0,45.0,Artoon,2.9,44.0
The Elder Scrolls V: Skyrim,X360,Role-Playing,2011.0,Bethesda Softworks,505,10,96.0,89.0,Bethesda Game Studios,8.4,3589.0
Alan Wake,X360,Action,2010.0,Microsoft Game Studios,66,5,83.0,100.0,Remedy Entertainment,8.1,1156.0
Hitman: Absolution,X360,Action,2012.0,Square Enix,68,1,79.0,51.0,Io Interactive,7.1,453.0
The King of Fighters XII,X360,Fighting,2009.0,Ignition Entertainment,9,1,63.0,57.0,SNK Playmore,4.2,33.0
Just Cause 2,X360,Action,2010.0,Square Enix,59,2,81.0,74.0,Avalanche Studios,8,267.0
Halo 3: ODST,X360,Shooter,2009.0,Microsoft Game Studios,434,6,83.0,94.0,"Bungie Software, Bungie",7.1,1163.0
NBA 2K13,X360,Sports,2012.0,Take-Two Interactive,260,1,88.0,41.0,Visual Concepts,7.2,131.0
Minecraft,X360,Misc,2013.0,Microsoft Game Studios,570,2,nan,nan,nan,nan,nan
Kane & Lynch 2: Dog Days,X360,Shooter,2010.0,Square Enix,20,1,nan,nan,nan,nan,nan
Turok,X360,Action,2008.0,Touchstone,46,1,69.0,63.0,Propaganda Games,7.1,120.0
Fallout 3,X360,Role-Playing,2008.0,Bethesda Softworks,340,9,93.0,84.0,Bethesda Game Studios,8.5,1655.0
The Darkness,X360,Shooter,2007.0,Take-Two Interactive,36,1,82.0,63.0,Starbreeze,8.1,196.0
Final Fantasy XIII,X360,Role-Playing,2010.0,Square Enix,128,1,82.0,54.0,Square Enix,6.3,539.0
Gears of War 2,X360,Shooter,2008.0,Microsoft Game Studios,415,6,93.0,90.0,Epic Games,7.7,2739.0
Dynasty Warriors 6 Empires,X360,Action,2009.0,Tecmo Koei,16,4,59.0,24.0,Omega Force,7.3,28.0
Star Ocean: The Last Hope,X360,Role-Playing,2009.0,Square Enix,32,21,72.0,56.0,"Square Enix, Tri-Ace",7.2,150.0
The Elder Scrolls IV: Oblivion,X360,Role-Playing,2006.0,Take-Two Interactive,282,13,94.0,90.0,Bethesda Softworks,8.7,1109.0
Kinect: Disneyland Adventures,X360,Misc,2011.0,Microsoft Game Studios,173,2,73.0,33.0,Frontier Developments,2.9,67.0
N3 II: Ninety-Nine Nights,X360,Action,2010.0,Microsoft Game Studios,6,4,nan,nan,nan,nan,nan
Bully: Scholarship Edition,X360,Action,2008.0,Take-Two Interactive,53,3,80.0,56.0,"Mad Doc Software, Rockstar Vancouver",8.3,154.0
PGR3 - Project Gotham Racing 3,X360,Racing,2005.0,Microsoft Game Studios,49,3,nan,nan,nan,nan,nan
Tenchu Z,X360,Action,2006.0,Microsoft Game Studios,27,2,56.0,51.0,K2 LLC,7.3,58.0
Viva Pinata,X360,Simulation,2006.0,Microsoft Game Studios,45,2,84.0,65.0,Rare Ltd.,8,131.0
Ninja Gaiden II,X360,Action,2008.0,Tecmo Koei,65,5,81.0,74.0,"Team Ninja, Tecmo",8,302.0
Chromehounds,X360,Simulation,2006.0,Sega,24,1,71.0,60.0,From Software,7,72.0
Lost Planet: Extreme Condition,X360,Shooter,2006.0,Capcom,109,10,79.0,76.0,Capcom,7.1,187.0
Crackdown,X360,Shooter,2007.0,Microsoft Game Studios,100,3,83.0,75.0,Realtime Worlds,8,340.0
Street Fighter IV,X360,Fighting,2009.0,Capcom,182,15,93.0,77.0,Capcom,7.3,292.0
Akai Katana Shin,X360,Shooter,2011.0,Cave,4,1,nan,nan,nan,nan,nan
Darksiders,X360,Action,2010.0,THQ,67,1,83.0,81.0,Vigil Games,7.9,292.0
Binary Domain,X360,Action,2012.0,Sega,9,2,74.0,43.0,Sega,8,185.0
Frontlines: Fuel of War,X360,Shooter,2008.0,THQ,34,1,75.0,55.0,Kaos Studios,7.8,77.0
Fallout: New Vegas,X360,Role-Playing,2010.0,Bethesda Softworks,266,4,84.0,81.0,Obsidian Entertainment,8.1,769.0
Kinect Star Wars,X360,Action,2012.0,Microsoft Game Studios,105,3,55.0,61.0,Terminal Reality,3.5,145.0
Viva Pinata: Trouble in Paradise,X360,Simulation,2008.0,Microsoft Game Studios,16,1,82.0,64.0,Rare Ltd.,7.9,61.0
Mass Effect,X360,Role-Playing,2007.0,Microsoft Game Studios,183,3,91.0,74.0,BioWare,8.7,1692.0
Earth Defense Force 2025,X360,Shooter,2013.0,D3Publisher,6,5,68.0,25.0,Sandlot,8.1,63.0
NBA 2K11,X360,Action,2010.0,Take-Two Interactive,184,1,89.0,50.0,Visual Concepts,8.1,100.0
Crackdown 2,X360,Shooter,2010.0,Microsoft Game Studios,63,2,70.0,91.0,Ruffian Games,6,202.0
Earth Defense Force 2017,X360,Action,2006.0,D3Publisher,4,3,69.0,55.0,Sandlot,7.7,60.0
F.E.A.R. 3,X360,Shooter,2011.0,Warner Bros. Interactive Entertainment,30,1,75.0,71.0,Day 1 Studios,7,139.0
Homefront,X360,Shooter,2011.0,THQ,83,2,70.0,85.0,Kaos Studios,6,399.0
DmC: Devil May Cry,X360,Action,2013.0,Capcom,26,1,86.0,65.0,Ninja Theory,5.1,1438.0
Infinite Undiscovery,X360,Role-Playing,2008.0,Square Enix,34,12,68.0,60.0,Tri-Ace,7,158.0
NBA 2K12,X360,Sports,2011.0,Take-Two Interactive,231,1,90.0,42.0,Visual Concepts,7.7,134.0
Ace Combat 6: Fires of Liberation,X360,Simulation,2007.0,Atari,69,22,80.0,54.0,Project Aces,7.9,101.0
Saints Row 2,X360,Action,2008.0,THQ,194,2,81.0,75.0,Volition Inc.,8.1,307.0
Project Sylpheed: Arc of Deception,X360,Shooter,2006.0,Microsoft Game Studios,12,2,64.0,45.0,"Game Arts, Seta Corporation",8.6,24.0
Perfect Dark Zero,X360,Shooter,2005.0,Microsoft Game Studios,66,3,81.0,75.0,Rare Ltd.,7.3,229.0
Dragon's Dogma,X360,Role-Playing,2012.0,Capcom,42,7,75.0,59.0,Capcom,7.8,320.0
Sniper Elite V2,X360,Shooter,2012.0,505 Games,46,2,67.0,37.0,Rebellion,6.8,131.0
Forza Motorsport 3,X360,Racing,2009.0,Microsoft Game Studios,299,10,92.0,90.0,Turn 10,8,516.0
Final Fantasy XI: Wings of the Goddess,X360,Role-Playing,2007.0,Square Enix,26,2,63.0,4.0,Square Enix,5.8,5.0
Devil May Cry 4,X360,Action,2008.0,Capcom,79,8,84.0,61.0,Capcom,8,248.0
Test Drive Unlimited,X360,Racing,2006.0,Atari,23,2,82.0,69.0,Eden Studios,8,86.0
Lost Planet 3,X360,Shooter,2013.0,Capcom,7,1,58.0,43.0,Spark Unlimited,5.8,142.0
Magna Carta 2,X360,Role-Playing,2009.0,Banpresto,13,7,69.0,49.0,"Banpresto, SoftMax",7,57.0
Gears of War,X360,Shooter,2006.0,Microsoft Game Studios,354,7,94.0,88.0,Epic Games,8.3,2295.0
Front Mission Evolved,X360,Shooter,2010.0,Square Enix,10,2,58.0,52.0,Double Helix Games,6.1,24.0
Rage,X360,Shooter,2011.0,Bethesda Softworks,82,3,81.0,77.0,id Software,6.7,559.0
Ninja Gaiden 3,X360,Action,2012.0,Tecmo Koei,16,3,58.0,39.0,Team Ninja,4.4,136.0
Red Faction: Armageddon,X360,Shooter,2011.0,THQ,18,1,71.0,74.0,Volition Inc.,7,77.0
Persona 4: Arena,X360,Fighting,2012.0,Atlus,8,3,83.0,21.0,Arc System Works,7.3,60.0
Bullet Witch,X360,Shooter,2006.0,Atari,7,2,55.0,59.0,Cavia Inc.,6.1,41.0
Fist of the North Star: Ken's Rage 2,X360,Fighting,2012.0,Tecmo Koei,3,2,55.0,18.0,Koei,7.1,20.0
Blue Dragon,X360,Role-Playing,2006.0,Microsoft Game Studios,30,21,79.0,56.0,"Mistwalker, Artoon",7.8,161.0
Warriors Orochi 2,X360,Action,2008.0,Tecmo Koei,4,1,44.0,28.0,Omega Force,8.1,15.0
Forza Motorsport 4,X360,Racing,2011.0,Microsoft Game Studios,208,6,91.0,83.0,Turn 10,8.2,617.0
Earth Defense Force: Insect Armageddon,X360,Shooter,2011.0,D3Publisher,10,3,68.0,40.0,Vicious Cycle,8.2,45.0
PGR4 - Project Gotham Racing 4,X360,Racing,2007.0,Microsoft Game Studios,48,2,nan,nan,nan,nan,nan
Batman: Arkham City,X360,Action,2011.0,Warner Bros. Interactive Entertainment,299,4,94.0,87.0,Rocksteady Studios,8.7,1472.0
The Last Remnant,X360,Role-Playing,2008.0,Square Enix,25,18,66.0,49.0,Square Enix,6.9,122.0
Fable II,X360,Role-Playing,2008.0,Microsoft Game Studios,250,11,89.0,95.0,Lionhead Studios,6.5,2423.0
Bayonetta,X360,Action,2009.0,Sega,51,9,90.0,86.0,PlatinumGames,8,597.0
Kinect Sports: Season Two,X360,Sports,2011.0,Microsoft Game Studios,138,2,66.0,46.0,"Rare Ltd., BigPark",6.5,39.0
Tales of Vesperia,X360,Role-Playing,2008.0,Atari,32,19,79.0,67.0,Bandai Namco Games,8.2,264.0
Borderlands 2,X360,Shooter,2012.0,Take-Two Interactive,189,4,89.0,59.0,Gearbox Software,8.2,892.0
Final Fantasy XI: Vana'diel Collection 2008,X360,Role-Playing,2007.0,Square Enix,13,1,nan,nan,Square Enix,tbd,nan
